arrest_year,arrest_date,arrest_hour,age,race,sex,arrest_category,description,offense_location_district,PSA
2019,5/24/2019,4,36,BLACK,FEMALE,Release Violations/Fugitive,Fugitive From Justice,1D,106
2019,4/21/2019,3,31,BLACK,MALE,Simple Assault,Simple Assault,2D,207
2019,9/12/2019,12,41,BLACK,MALE,Release Violations/Fugitive,Parole Violation (Warrant),1D,102
2019,8/20/2019,3,35,BLACK,MALE,Theft,Shoplifting,2D,209
2019,4/25/2019,11,64,BLACK,MALE,Liquor Law Violations,Drinking In Public,7D,702
2019,5/24/2019,8,30,BLACK,MALE,Traffic Violations,No Permit,6D,606
2019,3/24/2019,12,54,BLACK,MALE,Theft,Shoplifting,5D,501
2019,12/27/2019,5,33,BLACK,FEMALE,Release Violations/Fugitive,Failure To Appear (OAG),1D,101
2019,8/16/2019,4,59,BLACK,MALE,Burglary,Burglary Two,3D,303
2019,2/26/2019,11,28,BLACK,MALE,Burglary,Burglary Two,7D,706
2019,8/13/2019,3,37,BLACK,FEMALE,Release Violations/Fugitive,Probation Violation (Warrant),1D,102
2019,4/13/2019,2,63,BLACK,MALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,1D,104
2019,3/14/2019,3,29,BLACK,FEMALE,Simple Assault,Simple Assault,1D,104
2019,6/6/2019,10,29,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),3D,305
2019,10/18/2019,1,30,BLACK,MALE,Prostitution,Sexual Solicitation,3D,307
2019,5/11/2019,4,23,BLACK,MALE,Simple Assault,Simple Assault,2D,208
2019,3/16/2019,7,56,BLACK,MALE,Traffic Violations,No Permit,7D,706
2019,10/2/2019,4,25,BLACK,MALE,Property Crimes,Unauthorized Use Of A Vehicle,6D,604
2019,8/27/2019,12,33,BLACK,MALE,Burglary,Burglary One,7D,707
2019,5/30/2019,3,36,BLACK,MALE,Other Crimes,Unlawful Entry,5D,507
2019,12/8/2019,6,18,BLACK,MALE,Robbery,Robbery,3D,308
2019,5/30/2019,5,24,BLACK,MALE,Narcotics,Poss W/i To Dist Marijuana-misd,5D,502
2019,11/8/2019,4,52,BLACK,MALE,Release Violations/Fugitive,Bench Warrant,6D,604
2019,10/28/2019,11,30,BLACK,MALE,Weapon Violations,Unlawful Possession Of A Firearm (intrafamily Offense),5D,502
2019,12/14/2019,1,38,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,3D,306
2019,1/2/2019,8,49,BLACK,MALE,Weapon Violations,CPWOL Outside Home or Business (Prior Felony) in violation of 2nd Emergency Act of 2014 Act 20-0564,5D,501
2019,4/22/2019,10,35,BLACK,MALE,Aggravated Assault,Assault With Significant Bodily Injury,5D,505
2019,3/16/2019,1,30,BLACK,FEMALE,Simple Assault,Simple Assault,3D,308
2019,9/8/2019,9,35,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,5D,501
2019,10/29/2019,7,64,BLACK,MALE,Simple Assault,Simple Assault,5D,507
2019,4/6/2019,4,21,BLACK,MALE,Simple Assault,Simple Assault,7D,702
2019,9/29/2019,2,48,BLACK,FEMALE,Release Violations/Fugitive,Probation Violation (Warrant),5D,506
2019,3/24/2019,9,25,WHITE,MALE,Simple Assault,Simple Assault,3D,307
2019,8/27/2019,2,38,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,5D,507
2019,3/9/2019,3,48,WHITE,MALE,Narcotics,Poss Of A Controlled Substance -misd,5D,502
2019,7/1/2019,11,61,BLACK,MALE,Gambling,Gambling,7D,701
2019,10/23/2019,6,29,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,7D,707
2019,2/20/2019,11,46,BLACK,FEMALE,Simple Assault,Simple Assault,7D,704
2019,3/14/2019,4,20,BLACK,FEMALE,Traffic Violations,No Permit,4D,403
2019,5/13/2019,6,29,BLACK,MALE,Other Crimes,Unlawful Entry,7D,701
2019,4/11/2019,8,29,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,1D,102
2019,9/13/2019,8,44,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,3D,306
2019,7/22/2019,11,27,BLACK,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",5D,505
2019,12/21/2019,10,58,BLACK,MALE,Simple Assault,Simple Assault,5D,507
2019,9/13/2019,12,23,BLACK,MALE,Other Crimes,Unlawful Entry,6D,608
2019,9/27/2019,9,60,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,5D,503
2019,8/17/2019,7,41,BLACK,MALE,Weapon Violations,Felon In Possession,4D,407
2019,4/2/2019,7,34,BLACK,MALE,Simple Assault,Simple Assault,1D,102
2019,7/5/2019,9,24,BLACK,MALE,Traffic Violations,No Permit,6D,602
2019,9/8/2019,11,28,BLACK,FEMALE,Simple Assault,Simple Assault,5D,503
2019,1/31/2019,11,46,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,5D,507
2019,3/9/2019,11,38,BLACK,FEMALE,Property Crimes,Unauthorized Use Of A Vehicle,6D,603
2019,12/6/2019,12,60,BLACK,MALE,Release Violations/Fugitive,Contempt - Misdemeanor,4D,409
2019,12/3/2019,6,22,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm,4D,401
2019,8/7/2019,9,25,BLACK,MALE,Weapon Violations,Poss Prohibited Weapon -felony,7D,706
2019,10/12/2019,3,48,BLACK,FEMALE,Narcotics,Poss Of A Controlled Substance -misd,5D,507
2019,5/1/2019,12,49,WHITE,MALE,Release Violations/Fugitive,Parole Violation (Warrant),1D,101
2019,8/30/2019,5,30,BLACK,MALE,Property Crimes,Unauthorized Use Of A Vehicle,6D,607
2019,4/6/2019,12,29,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (USAO),3D,306
2019,6/1/2019,4,40,UNKNOWN,MALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,6D,602
2019,10/14/2019,11,38,UNKNOWN,MALE,Vending Violations,General License Law: Vending Without A License,3D,302
2019,6/27/2019,5,20,BLACK,MALE,Theft,Theft Second Degree - Felony (all Other Larceny),2D,206
2019,11/25/2019,6,51,BLACK,MALE,Robbery,Robbery,5D,505
2019,10/24/2019,10,28,BLACK,FEMALE,Simple Assault,Simple Assault,1D,108
2019,9/10/2019,9,25,BLACK,FEMALE,Traffic Violations,No Permit,6D,601
2019,11/27/2019,1,32,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,1D,101
2019,5/22/2019,6,53,BLACK,FEMALE,Traffic Violations,Counterfeit Tags,6D,604
2019,11/25/2019,10,34,BLACK,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,2D,202
2019,8/8/2019,2,25,BLACK,MALE,Prostitution,Sexual Solicitation,5D,501
2019,3/22/2019,10,25,BLACK,FEMALE,Traffic Violations,No Permit,6D,602
2019,5/22/2019,8,42,BLACK,MALE,Other Crimes,Unlawful Entry,7D,706
2019,10/7/2019,1,48,WHITE,MALE,Prostitution,Sexual Solicitation,4D,408
2019,8/19/2019,11,48,BLACK,MALE,Traffic Violations,No Permit,6D,603
2019,11/26/2019,11,54,BLACK,MALE,Traffic Violations,No Permit,6D,608
2019,8/7/2019,5,29,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,6D,608
2019,1/14/2019,7,44,ASIAN,MALE,Damage to Property,Destruction Of Property Less Than $1000,2D,207
2019,9/27/2019,1,18,BLACK,FEMALE,Traffic Violations,No Permit,7D,708
2019,12/31/2019,9,21,UNKNOWN,MALE,Release Violations/Fugitive,Failure To Appear (OAG),1D,102
2019,8/9/2019,7,40,BLACK,MALE,Other Crimes,Unlawful Entry,1D,105
2019,8/13/2019,10,64,BLACK,MALE,Release Violations/Fugitive,Parole Violation (Warrant),5D,504
2019,5/7/2019,7,27,BLACK,FEMALE,Simple Assault,Simple Assault,6D,603
2019,12/13/2019,8,26,BLACK,FEMALE,Release Violations/Fugitive,Bench Warrant,1D,107
2019,10/23/2019,9,38,BLACK,MALE,Traffic Violations,Counterfeit Tags,6D,602
2019,5/3/2019,9,45,UNKNOWN,MALE,Simple Assault,Simple Assault,6D,607
2019,6/26/2019,8,61,BLACK,MALE,Release Violations/Fugitive,Parole Violation (Warrant),7D,703
2019,2/14/2019,7,42,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,7D,708
2019,5/28/2019,1,19,BLACK,MALE,Simple Assault,Simple Assault,7D,706
2019,12/3/2019,6,37,BLACK,MALE,Traffic Violations,Leaving After Colliding- Property Damage,2D,204
2019,9/10/2019,9,28,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,6D,608
2019,11/24/2019,4,29,BLACK,FEMALE,Theft,Theft Second Degree (all Other Larceny),2D,207
2019,8/22/2019,9,19,WHITE,FEMALE,Other Crimes,Misrepresent Age To Enter Abc Establishment,2D,208
2019,5/31/2019,7,38,BLACK,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,6D,604
2019,5/8/2019,5,50,BLACK,FEMALE,Simple Assault,Simple Assault,4D,405
2019,9/16/2019,7,44,BLACK,MALE,Simple Assault,Simple Assault,7D,702
2019,10/24/2019,12,30,BLACK,MALE,Traffic Violations,No Permit,6D,605
2019,5/23/2019,11,38,BLACK,FEMALE,Release Violations/Fugitive,Fugitive From Justice,7D,702
2019,11/14/2019,8,27,BLACK,MALE,Simple Assault,Simple Assault,3D,308
2019,7/13/2019,3,25,WHITE,FEMALE,Narcotics,Possession Of Drug Paraphernalia,3D,306
2019,3/20/2019,5,27,BLACK,MALE,Simple Assault,Simple Assault,6D,605
2019,5/23/2019,10,26,BLACK,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business/Prior Felony) 2015,4D,409
2019,11/27/2019,5,40,BLACK,FEMALE,Simple Assault,Simple Assault,6D,603
2019,7/29/2019,9,47,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),2D,209
2019,10/22/2019,9,23,BLACK,FEMALE,Simple Assault,Simple Assault,7D,705
2019,10/14/2019,5,35,WHITE,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,7D,703
2019,2/28/2019,9,31,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,6D,607
2019,5/9/2019,6,37,BLACK,MALE,Narcotics,Distribution Of Marijuana-misd,6D,603
2019,12/20/2019,11,18,BLACK,MALE,Robbery,Robbery,4D,407
2019,1/6/2019,3,21,BLACK,MALE,Simple Assault,Simple Assault,2D,207
2019,10/22/2019,6,23,BLACK,MALE,Release Violations/Fugitive,Probation Violation (Warrant),1D,102
2019,10/1/2019,4,50,BLACK,FEMALE,Narcotics,Distribution Of A Controlled Substance,6D,607
2019,4/8/2019,6,22,BLACK,MALE,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,6D,602
2019,3/14/2019,8,32,BLACK,FEMALE,Release Violations/Fugitive,Failure To Appear (OAG),7D,701
2019,3/22/2019,2,22,BLACK,MALE,Simple Assault,Simple Assault,1D,107
2019,3/24/2019,11,54,BLACK,FEMALE,Traffic Violations,No Permit,4D,403
2019,7/1/2019,6,24,BLACK,MALE,Prostitution,Sexual Solicitation,6D,607
2019,1/11/2019,9,58,BLACK,MALE,Narcotics,Poss Of A Controlled Substance -misd,6D,603
2019,11/21/2019,2,31,WHITE,MALE,Damage to Property,Destruction Of Property Less Than $1000,2D,208
2019,8/22/2019,10,24,BLACK,MALE,Sex Abuse,Assault W/intent To Commit First Degree Sexual Abuse (force) (rape),4D,403
2019,12/16/2019,8,38,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,1D,102
2019,10/15/2019,11,43,WHITE,MALE,Prostitution,Sexual Solicitation,5D,506
2019,9/16/2019,10,38,WHITE,MALE,Simple Assault,Simple Assault,2D,209
2019,11/25/2019,1,38,BLACK,MALE,Release Violations/Fugitive,Parole Violation (Warrant),7D,707
2019,10/31/2019,10,63,UNKNOWN,MALE,Release Violations/Fugitive,Bench Warrant,4D,404
2019,10/1/2019,4,32,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,6D,606
2019,3/19/2019,3,19,UNKNOWN,FEMALE,Narcotics,Distribution Of Marijuana-misd,1D,104
2019,3/22/2019,11,32,BLACK,MALE,Simple Assault,Simple Assault,6D,604
2019,7/2/2019,8,49,BLACK,MALE,Aggravated Assault,Aggravated Assault,4D,404
2019,5/13/2019,3,27,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,5D,501
2019,7/27/2019,6,47,BLACK,MALE,Simple Assault,Simple Assault,1D,101
2019,3/16/2019,12,30,BLACK,FEMALE,Traffic Violations,Counterfeit Tags,3D,303
2019,5/15/2019,9,18,BLACK,MALE,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,3D,306
2019,4/18/2019,3,53,BLACK,MALE,Traffic Violations,No Permit,6D,604
2019,9/20/2019,2,42,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),4D,408
2019,10/10/2019,9,61,BLACK,MALE,Burglary,Burglary Two,6D,607
2019,12/23/2019,11,44,BLACK,MALE,Prostitution,Sexual Solicitation,6D,602
2019,10/18/2019,1,29,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,3D,305
2019,11/5/2019,3,33,WHITE,MALE,Prostitution,Sexual Solicitation,7D,706
2019,11/20/2019,2,45,BLACK,MALE,Release Violations/Fugitive,Parole Violation (Warrant),3D,307
2019,8/2/2019,12,26,BLACK,MALE,Simple Assault,Simple Assault,2D,207
2019,3/17/2019,8,26,BLACK,MALE,Traffic Violations,Allow Operation W/improper Tags,6D,603
2019,4/30/2019,7,25,BLACK,FEMALE,Simple Assault,Simple Assault,3D,308
2019,12/6/2019,12,45,BLACK,MALE,Prostitution,Sexual Solicitation,7D,706
2019,9/4/2019,9,32,BLACK,FEMALE,Release Violations/Fugitive,Bench Warrant,1D,102
2019,6/12/2019,6,31,BLACK,FEMALE,Narcotics,Distribution Of A Controlled Substance,6D,602
2019,7/1/2019,10,29,BLACK,MALE,Traffic Violations,No Permit,3D,305
2019,4/12/2019,9,39,BLACK,MALE,Simple Assault,Simple Assault,1D,101
2019,8/9/2019,8,27,BLACK,MALE,Traffic Violations,Speed (30 Or Over),7D,703
2019,3/11/2019,4,36,BLACK,MALE,Traffic Violations,Allow Operation W/improper Tags,5D,506
2019,9/25/2019,8,29,BLACK,FEMALE,Traffic Violations,No Permit,6D,608
2019,1/19/2019,12,53,BLACK,MALE,Release Violations/Fugitive,Contempt - Condition Of Release Violation,1D,105
2019,2/15/2019,10,28,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,6D,605
2019,4/23/2019,3,23,BLACK,MALE,Traffic Violations,Fail To Obey Officer,5D,507
2019,11/29/2019,10,32,BLACK,MALE,Burglary,Burglary Two,1D,101
2019,5/23/2019,9,22,WHITE,MALE,Traffic Violations,Speeding and reckless driving,2D,206
2019,2/1/2019,12,27,WHITE,MALE,Traffic Violations,Fail To Obey Officer,3D,305
2019,7/3/2019,11,52,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,1D,107
2019,6/18/2019,5,54,BLACK,MALE,Weapon Violations,Felon In Possession,6D,602
2019,1/4/2019,6,25,BLACK,FEMALE,Simple Assault,Threats To Do Bodily Harm -misd,6D,608
2019,3/6/2019,4,18,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,3D,308
2019,8/26/2019,4,46,BLACK,MALE,Traffic Violations,No Permit,1D,102
2019,6/21/2019,7,42,BLACK,MALE,Simple Assault,Simple Assault,5D,507
2019,1/1/2019,6,20,BLACK,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,7D,706
2019,12/4/2019,11,59,BLACK,MALE,Prostitution,Sexual Solicitation,6D,602
2019,7/26/2019,7,20,BLACK,MALE,Release Violations/Fugitive,Probation Violation (Warrant),1D,101
2019,1/31/2019,6,55,BLACK,MALE,Robbery,Robbery,7D,706
2019,4/16/2019,6,21,BLACK,MALE,Theft,Theft Second Degree (theft From Building),6D,608
2019,5/18/2019,1,21,BLACK,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",5D,507
2019,6/25/2019,12,20,BLACK,FEMALE,Simple Assault,Simple Assault,6D,608
2019,10/3/2019,7,60,BLACK,FEMALE,Simple Assault,Simple Assault,1D,104
2019,4/7/2019,1,30,UNKNOWN,MALE,Simple Assault,Simple Assault,3D,301
2019,8/14/2019,11,58,BLACK,MALE,Other Crimes,Unlawful Entry,7D,703
2019,3/6/2019,9,28,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,5D,504
2019,9/6/2019,11,44,BLACK,MALE,Aggravated Assault,Aggravated Assault,4D,409
2019,11/10/2019,3,24,BLACK,FEMALE,Disorderly Conduct,Affray,1D,104
2019,12/1/2019,2,35,WHITE,MALE,Simple Assault,Simple Assault,1D,101
2019,2/9/2019,2,25,BLACK,MALE,Simple Assault,Simple Assault,4D,406
2019,12/9/2019,1,25,BLACK,MALE,Simple Assault,Simple Assault,7D,705
2019,12/31/2019,3,60,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,5D,506
2019,4/15/2019,6,21,BLACK,FEMALE,Traffic Violations,Counterfeit Tags,6D,608
2019,10/25/2019,10,19,BLACK,FEMALE,Property Crimes,Unauthorized Use Of A Vehicle,7D,704
2019,1/24/2019,10,20,WHITE,FEMALE,Other Crimes,Misrepresent Age To Enter Abc Establishment,3D,303
2019,10/4/2019,10,51,BLACK,FEMALE,Release Violations/Fugitive,Bench Warrant,7D,701
2019,7/23/2019,6,41,BLACK,MALE,Release Violations/Fugitive,Bench Warrant,1D,102
2019,11/10/2019,8,56,BLACK,MALE,Narcotics,Poss Of A Controlled Substance -misd,7D,704
2019,6/11/2019,7,34,BLACK,FEMALE,Traffic Violations,Negligent Homicide -pedestrian,3D,307
2019,5/20/2019,5,56,BLACK,MALE,Narcotics,Distribution Of Marijuana-misd,3D,302
2019,4/21/2019,8,57,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,6D,604
2019,10/23/2019,9,23,BLACK,MALE,Traffic Violations,Reckless Driving,7D,703
2019,3/28/2019,11,25,BLACK,FEMALE,Simple Assault,Simple Assault,7D,701
2019,6/15/2019,7,44,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (OAG),5D,501
2019,1/25/2019,10,48,BLACK,MALE,Other Crimes,Unlawful Entry,5D,505
2019,5/27/2019,7,71,BLACK,MALE,Traffic Violations,No Permit,6D,604
2019,7/15/2019,5,28,BLACK,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,7D,704
2019,12/27/2019,10,68,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,4D,403
2019,11/1/2019,2,24,BLACK,MALE,Simple Assault,Simple Assault,1D,101
2019,11/1/2019,10,29,BLACK,MALE,Release Violations/Fugitive,Bench Warrant,5D,506
2019,1/22/2019,5,39,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,3D,307
2019,4/13/2019,7,76,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,7D,708
2019,5/13/2019,11,22,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,3D,308
2019,10/2/2019,3,65,BLACK,MALE,Narcotics,Poss Of A Controlled Substance -misd,7D,701
2019,1/26/2019,7,24,BLACK,MALE,Traffic Violations,No Permit,5D,507
2019,5/1/2019,4,34,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,7D,707
2019,1/11/2019,12,42,BLACK,MALE,Other Crimes,Unlawful Entry,3D,308
2019,11/27/2019,4,40,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,5D,507
2019,10/13/2019,5,42,BLACK,MALE,Simple Assault,Simple Assault,6D,607
2019,8/7/2019,7,53,BLACK,MALE,Other Crimes,Unlawful Entry,2D,206
2019,2/14/2019,10,48,ASIAN,MALE,Theft,Theft Second Degree (all Other Larceny),2D,208
2019,7/26/2019,8,48,BLACK,FEMALE,Simple Assault,Simple Assault,7D,702
2019,11/17/2019,9,37,WHITE,MALE,Theft,Theft Second Degree (all Other Larceny),3D,302
2019,5/12/2019,11,40,BLACK,FEMALE,Narcotics,Poss Of A Controlled Substance -misd,1D,106
2019,2/5/2019,9,27,BLACK,MALE,Other Crimes,Unlawful Entry,2D,201
2019,3/14/2019,10,34,BLACK,MALE,Prostitution,Sexual Solicitation,6D,602
2019,6/11/2019,7,39,WHITE,FEMALE,Theft,Theft Second Degree (all Other Larceny),1D,101
2019,5/23/2019,4,23,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),3D,301
2019,8/3/2019,1,34,WHITE,MALE,Simple Assault,Simple Assault,4D,401
2019,12/24/2019,3,27,BLACK,MALE,Traffic Violations,Operation of all-terrain vehicles and dirt bikes,5D,501
2019,5/5/2019,2,41,BLACK,FEMALE,Simple Assault,Simple Assault,3D,305
2019,6/16/2019,9,18,UNKNOWN,MALE,Release Violations/Fugitive,Bench Warrant,6D,604
2019,11/14/2019,2,28,BLACK,MALE,Narcotics,Poss W/i To Dist Marijuana-fel,5D,504
2019,2/10/2019,4,35,BLACK,MALE,Theft,Theft Second Degree (theft From Building),5D,507
2019,8/30/2019,7,41,BLACK,MALE,Release Violations/Fugitive,Probation Violation (Warrant),7D,708
2019,5/26/2019,5,49,BLACK,MALE,Simple Assault,Simple Assault,7D,702
2019,10/3/2019,5,30,BLACK,FEMALE,Theft,Shoplifting,6D,606
2019,4/4/2019,10,59,BLACK,MALE,Release Violations/Fugitive,Parole Violation (Warrant),1D,102
2019,6/10/2019,12,41,BLACK,FEMALE,Simple Assault,Simple Assault,7D,704
2019,10/2/2019,8,32,BLACK,MALE,Other Crimes,Unlawful Entry,7D,704
2019,1/17/2019,3,26,BLACK,FEMALE,Traffic Violations,No Permit,6D,602
2019,7/11/2019,8,41,BLACK,FEMALE,Theft,Theft Second Degree (all Other Larceny),1D,105
2019,1/6/2019,11,29,BLACK,FEMALE,Simple Assault,Simple Assault,7D,706
2019,2/19/2019,9,24,BLACK,FEMALE,Other Crimes,Unlawful Entry,1D,102
2019,12/14/2019,2,39,BLACK,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,6D,608
2019,9/3/2019,4,33,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,2D,208
2019,7/24/2019,2,54,BLACK,MALE,Offenses Against Family & Children,Civil Protection Order Violation,5D,507
2019,2/17/2019,10,19,BLACK,MALE,Traffic Violations,Fail To Obey Officer,1D,105
2019,5/3/2019,4,62,BLACK,MALE,Release Violations/Fugitive,Parole Violation (Warrant),1D,102
2019,5/27/2019,1,30,BLACK,FEMALE,Damage to Property,Destruction Of Property Less Than $1000,1D,105
2019,8/6/2019,12,27,BLACK,MALE,Prostitution,Sexual Solicitation,6D,602
2019,12/18/2019,11,64,BLACK,FEMALE,Simple Assault,Threat To Kidnap Or Injure A Person,6D,604
2019,7/23/2019,11,68,BLACK,MALE,Release Violations/Fugitive,Probation Violation (Warrant),5D,503
2019,5/11/2019,6,24,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),2D,209
2019,1/8/2019,11,33,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,5D,504
2019,7/8/2019,12,64,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,3D,301
2019,10/8/2019,4,31,BLACK,MALE,Simple Assault,Simple Assault,7D,708
2019,2/27/2019,4,32,BLACK,FEMALE,Release Violations/Fugitive,Failure To Appear (OAG),6D,604
2019,9/5/2019,1,53,BLACK,MALE,Other Crimes,Unlawful Entry,4D,404
2019,11/9/2019,5,20,BLACK,MALE,Simple Assault,Simple Assault,1D,105
2019,2/19/2019,9,60,BLACK,MALE,Traffic Violations,Speed (30 Or Over),4D,405
2019,3/18/2019,8,59,BLACK,FEMALE,Theft,Theft Second Degree (all Other Larceny),1D,106
2019,5/24/2019,6,33,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,4D,407
2019,10/2/2019,10,21,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,1D,102
2019,10/29/2019,3,29,BLACK,FEMALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),7D,702
2019,12/22/2019,5,42,BLACK,FEMALE,Other Crimes,Unlawful Entry,7D,705
2019,3/22/2019,6,63,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),7D,706
2019,7/26/2019,4,49,BLACK,FEMALE,Simple Assault,Simple Assault,4D,407
2019,5/12/2019,5,33,BLACK,MALE,Other Crimes,Unlawful Entry,6D,607
2019,9/5/2019,11,24,UNKNOWN,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,4D,404
2019,2/14/2019,5,34,WHITE,MALE,Prostitution,Sexual Solicitation,4D,408
2019,9/7/2019,10,25,BLACK,FEMALE,Simple Assault,Simple Assault,4D,405
2019,1/19/2019,11,19,BLACK,MALE,Simple Assault,Simple Assault,7D,704
2019,3/5/2019,2,21,BLACK,MALE,Other Crimes,Unlawful Entry,3D,306
2019,7/2/2019,11,20,BLACK,MALE,Simple Assault,Simple Assault,3D,302
2019,5/24/2019,7,36,BLACK,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,7D,706
2019,3/21/2019,3,26,BLACK,MALE,Narcotics,Distribution Of A Controlled Substance,6D,608
2019,3/2/2019,5,71,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,5D,503
2019,8/9/2019,1,25,WHITE,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,2D,207
2019,1/4/2019,10,26,WHITE,MALE,Prostitution,Sexual Solicitation,3D,307
2019,11/18/2019,6,26,BLACK,FEMALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,7D,706
2019,11/27/2019,1,42,BLACK,FEMALE,Traffic Violations,No Permit,6D,603
2019,6/3/2019,6,58,BLACK,MALE,Traffic Violations,No Permit,4D,403
2019,7/5/2019,2,28,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (USAO),1D,102
2019,4/6/2019,7,23,BLACK,FEMALE,Damage to Property,Destruction Of Property Less Than $1000,4D,402
2019,7/30/2019,12,26,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,4D,407
2019,8/27/2019,10,20,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,7D,706
2019,5/22/2019,3,37,BLACK,MALE,Simple Assault,Simple Assault,4D,402
2019,8/7/2019,10,46,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),5D,501
2019,11/30/2019,9,30,BLACK,FEMALE,Simple Assault,Simple Assault,7D,704
2019,11/11/2019,3,43,BLACK,MALE,Other Crimes,Unlawful Entry,4D,405
2019,6/22/2019,7,41,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,6D,601
2019,9/11/2019,4,40,BLACK,MALE,Narcotics,Poss Of A Controlled Substance -misd,4D,409
2019,12/18/2019,9,29,BLACK,MALE,Narcotics,Poss W/i To Dist Marijuana-misd,7D,701
2019,6/17/2019,10,23,BLACK,MALE,Simple Assault,Simple Assault,3D,306
2019,1/26/2019,7,23,BLACK,MALE,Theft from Auto,Tampering With An Automobile,1D,101
2019,11/13/2019,4,39,BLACK,MALE,Prostitution,Sexual Solicitation,6D,602
2019,4/30/2019,9,34,BLACK,FEMALE,Simple Assault,Simple Assault,4D,404
2019,11/6/2019,5,38,BLACK,MALE,Traffic Violations,Speed (30 Or Over),5D,503
2019,6/16/2019,4,52,WHITE,MALE,Damage to Property,Destruction Of Property Less Than $1000,5D,501
2019,4/8/2019,11,40,BLACK,FEMALE,Simple Assault,Simple Assault,7D,702
