Year,Measurement_Region,January_Average_Temperature,February_Average_Temperature,March_Average_Temperature,April_Average_Temperature,May_Average_Temperature,June_Average_Temperature,July_Average_Temperature,August_Average_Temperature,September_Average_Temperature,October_Average_Temperature,November_Average_Temperature,December_Average_Temperature,January_December_Average_Temperature,December_November_Average_Temperature,Seasonal_Temperature_December_January_February,Seasonal_Temperature_March_April_May,Seasonal_Temperature_June_July_August,Seasonal_Temperature_September_October_November
1969-01-05,Global Land,-0.16,-0.26,-0.10,0.12,0.16,0.05,-0.02,-0.09,0.01,0.09,0.09,0.33,0.02,-0.03,-0.21,0.06,-0.02,0.06
1969-01-05,Northern Hemisphere Land,-0.53,-0.59,-0.24,-0.02,0.15,-0.06,0.10,0.02,0.00,0.06,0.15,0.45,-0.04,-0.11,-0.49,-0.04,0.02,0.07
1969-01-05,Southern Hemisphere Land & Ocean,0.17,0.03,0.03,0.24,0.17,0.14,-0.13,-0.18,0.02,0.10,0.05,0.21,0.07,0.05,0.03,0.15,-0.05,0.06
1968-01-05,Global Land & Ocean,-0.26,-0.15,0.21,-0.05,-0.13,-0.07,-0.12,-0.09,-0.18,0.11,-0.03,-0.13,-0.08,-0.07,-0.15,0.01,-0.09,-0.04
1968-01-05,Northern Hemisphere Land & Ocean,-0.29,-0.19,0.47,0.01,-0.04,-0.03,-0.08,-0.09,-0.04,0.03,-0.17,-0.29,-0.06,-0.03,-0.14,0.14,-0.06,-0.06
1968-01-05,Southern Hemisphere Land & Ocean,-0.22,-0.12,-0.06,-0.12,-0.22,-0.12,-0.16,-0.08,-0.31,0.18,0.11,0.05,-0.09,-0.10,-0.15,-0.14,-0.12,-0.01
1968-01-05,Global Land,-0.21,-0.17,0.32,-0.08,-0.18,-0.11,-0.13,-0.08,-0.27,0.06,-0.08,-0.21,-0.09,-0.08,-0.13,0.02,-0.11,-0.09
1968-01-05,Northern Hemisphere Land,-0.29,-0.29,0.61,-0.01,-0.12,-0.14,-0.15,-0.17,-0.09,-0.02,-0.23,-0.34,-0.10,-0.07,-0.18,0.16,-0.15,-0.11
1968-01-05,Southern Hemisphere Land & Ocean,-0.13,-0.05,0.06,-0.15,-0.25,-0.09,-0.12,-0.01,-0.44,0.12,0.06,-0.10,-0.09,-0.09,-0.07,-0.12,-0.07,-0.09
1967-01-05,Global Land & Ocean,-0.06,-0.21,0.04,-0.05,0.14,-0.08,0.01,0.01,-0.06,0.09,-0.07,-0.03,-0.02,-0.02,-0.11,0.05,-0.02,-0.01
1967-01-05,Northern Hemisphere Land & Ocean,-0.15,-0.38,0.21,0.06,0.22,-0.05,0.05,0.06,-0.02,0.30,0.02,0.05,0.03,0.02,-0.20,0.16,0.02,0.10
1967-01-05,Southern Hemisphere Land & Ocean,0.03,-0.03,-0.13,-0.16,0.06,-0.11,-0.03,-0.05,-0.11,-0.13,-0.15,-0.12,-0.08,-0.07,-0.01,-0.07,-0.06,-0.13
1967-01-05,Global Land,-0.08,-0.26,0.01,-0.09,0.17,-0.12,0.06,0.03,0.00,0.12,0.01,0.00,-0.01,-0.02,-0.14,0.03,-0.01,0.04
1967-01-05,Northern Hemisphere Land,-0.19,-0.48,0.17,-0.08,0.22,-0.09,0.08,0.06,-0.07,0.34,0.07,0.05,0.01,-0.01,-0.25,0.10,0.01,0.11
1967-01-05,Southern Hemisphere Land & Ocean,0.05,-0.05,-0.13,-0.09,0.12,-0.16,0.02,0.00,0.06,-0.08,-0.05,-0.05,-0.03,-0.03,-0.03,-0.03,-0.04,-0.02
1966-01-05,Global Land & Ocean,-0.17,0.00,0.05,-0.13,-0.11,0.01,0.09,-0.08,-0.02,-0.15,-0.02,-0.05,-0.05,-0.05,-0.08,-0.06,0.01,-0.06
1966-01-05,Northern Hemisphere Land & Ocean,-0.21,0.10,0.01,-0.22,-0.01,0.05,0.12,0.16,0.09,-0.08,0.01,-0.08,-0.01,0.00,-0.05,-0.07,0.11,0.00
1966-01-05,Southern Hemisphere Land & Ocean,-0.13,-0.11,0.10,-0.02,-0.20,-0.03,0.07,-0.30,-0.12,-0.21,-0.04,-0.02,-0.09,-0.09,-0.10,-0.04,-0.09,-0.13
1966-01-05,Global Land,-0.22,-0.03,0.14,-0.09,-0.10,-0.04,0.11,-0.10,-0.02,-0.26,-0.05,-0.08,-0.06,-0.07,-0.14,-0.02,-0.01,-0.11
1966-01-05,Northern Hemisphere Land,-0.26,0.12,-0.04,-0.29,-0.09,0.01,0.08,0.19,0.09,-0.18,-0.03,-0.08,-0.04,-0.05,-0.11,-0.14,0.09,-0.04
1966-01-05,Southern Hemisphere Land & Ocean,-0.19,-0.17,0.29,0.09,-0.11,-0.08,0.13,-0.36,-0.13,-0.34,-0.07,-0.09,-0.09,-0.09,-0.18,0.09,-0.11,-0.18
1965-01-05,Global Land & Ocean,-0.08,-0.17,-0.11,-0.19,-0.14,-0.09,-0.12,-0.03,-0.16,-0.05,-0.06,-0.06,-0.10,-0.12,-0.18,-0.14,-0.08,-0.09
1965-01-05,Northern Hemisphere Land & Ocean,-0.01,-0.38,-0.04,-0.26,-0.10,-0.20,-0.17,-0.19,-0.19,-0.03,0.06,-0.04,-0.13,-0.15,-0.22,-0.13,-0.18,-0.05
1965-01-05,Southern Hemisphere Land & Ocean,-0.14,0.03,-0.18,-0.12,-0.17,0.03,-0.08,0.13,-0.11,-0.07,-0.17,-0.07,-0.08,-0.10,-0.14,-0.15,0.03,-0.12
1965-01-05,Global Land,-0.05,-0.17,-0.11,-0.28,-0.16,-0.15,-0.26,-0.08,-0.26,-0.09,-0.13,-0.18,-0.16,-0.17,-0.19,-0.18,-0.16,-0.16
1965-01-05,Northern Hemisphere Land,0.01,-0.44,0.02,-0.32,-0.14,-0.28,-0.26,-0.25,-0.29,-0.10,-0.04,-0.20,-0.19,-0.20,-0.25,-0.15,-0.27,-0.14
1965-01-05,Southern Hemisphere Land & Ocean,-0.11,0.07,-0.23,-0.24,-0.17,-0.03,-0.26,0.07,-0.24,-0.09,-0.22,-0.17,-0.13,-0.15,-0.13,-0.21,-0.07,-0.18
1964-01-05,Global Land & Ocean,-0.08,-0.13,-0.23,-0.31,-0.24,-0.02,-0.03,-0.21,-0.29,-0.31,-0.21,-0.30,-0.20,-0.17,-0.07,-0.26,-0.08,-0.27
1964-01-05,Northern Hemisphere Land & Ocean,-0.02,-0.07,-0.34,-0.29,-0.09,-0.08,-0.11,-0.22,-0.28,-0.31,-0.21,-0.28,-0.19,-0.16,0.00,-0.24,-0.14,-0.27
1964-01-05,Southern Hemisphere Land & Ocean,-0.13,-0.17,-0.12,-0.33,-0.39,0.03,0.05,-0.19,-0.29,-0.31,-0.21,-0.32,-0.20,-0.18,-0.13,-0.28,-0.04,-0.27
1964-01-05,Global Land,-0.06,-0.16,-0.27,-0.35,-0.33,-0.13,-0.07,-0.29,-0.36,-0.34,-0.20,-0.34,-0.24,-0.22,-0.09,-0.31,-0.16,-0.30
1964-01-05,Northern Hemisphere Land,-0.03,-0.14,-0.43,-0.29,-0.10,-0.14,-0.18,-0.28,-0.28,-0.31,-0.22,-0.33,-0.23,-0.20,-0.06,-0.28,-0.20,-0.27
1964-01-05,Southern Hemisphere Land & Ocean,-0.08,-0.16,-0.13,-0.41,-0.53,-0.12,0.02,-0.29,-0.43,-0.37,-0.20,-0.35,-0.25,-0.23,-0.11,-0.36,-0.13,-0.33
1963-01-05,Global Land & Ocean,-0.02,0.20,-0.14,-0.06,-0.04,0.05,0.09,0.27,0.20,0.15,0.15,-0.01,0.07,0.07,0.06,-0.08,0.14,0.17
1963-01-05,Northern Hemisphere Land & Ocean,0.10,0.53,-0.12,0.05,-0.03,-0.02,0.13,0.18,0.14,0.42,0.46,0.08,0.16,0.17,0.26,-0.03,0.10,0.34
1963-01-05,Southern Hemisphere Land & Ocean,-0.14,-0.13,-0.16,-0.16,-0.05,0.12,0.05,0.35,0.26,-0.11,-0.15,-0.09,-0.02,-0.02,-0.14,-0.12,0.18,0.00
1963-01-05,Global Land,-0.01,0.25,-0.22,-0.18,-0.13,0.04,0.07,0.19,0.23,0.10,0.05,-0.04,0.03,0.03,0.08,-0.18,0.10,0.13
1963-01-05,Northern Hemisphere Land,0.13,0.55,-0.16,-0.04,-0.04,-0.10,0.05,0.10,0.14,0.46,0.42,0.00,0.13,0.14,0.27,-0.08,0.02,0.34
1963-01-05,Southern Hemisphere Land & Ocean,-0.14,-0.04,-0.27,-0.31,-0.20,0.15,0.08,0.28,0.30,-0.22,-0.27,-0.08,-0.06,-0.06,-0.09,-0.26,0.17,-0.06
1962-01-05,Global Land & Ocean,0.07,0.14,0.12,0.04,-0.04,0.05,0.02,-0.01,0.01,0.00,0.07,0.00,0.04,0.03,0.02,0.04,0.02,0.03
1962-01-05,Northern Hemisphere Land & Ocean,0.31,0.38,0.34,0.23,0.07,-0.10,0.13,0.07,0.01,0.14,0.16,0.15,0.16,0.13,0.18,0.21,0.03,0.10
1962-01-05,Southern Hemisphere Land & Ocean,-0.17,-0.10,-0.11,-0.14,-0.15,0.18,-0.09,-0.08,0.02,-0.13,-0.01,-0.15,-0.08,-0.08,-0.14,-0.13,0.00,-0.04
1962-01-05,Global Land,0.09,0.17,0.11,0.06,-0.10,0.06,-0.12,-0.07,0.01,0.02,0.10,0.01,0.03,0.02,0.04,0.02,-0.04,0.05
1962-01-05,Northern Hemisphere Land,0.32,0.43,0.31,0.28,0.05,-0.19,0.07,0.04,-0.08,0.16,0.17,0.13,0.14,0.11,0.18,0.21,-0.03,0.08
1962-01-05,Southern Hemisphere Land & Ocean,-0.10,-0.07,-0.06,-0.13,-0.25,0.28,-0.30,-0.17,0.10,-0.10,0.04,-0.09,-0.07,-0.07,-0.08,-0.15,-0.06,0.01
1961-01-05,Global Land & Ocean,0.07,0.19,0.09,0.12,0.12,0.11,0.00,0.03,0.07,0.00,0.03,-0.15,0.06,0.08,0.15,0.11,0.05,0.03
1961-01-05,Northern Hemisphere Land & Ocean,0.16,0.28,0.20,0.13,0.05,0.19,0.07,0.08,-0.04,-0.04,0.08,-0.15,0.09,0.13,0.28,0.13,0.11,0.00
1961-01-05,Southern Hemisphere Land & Ocean,-0.02,0.10,-0.03,0.12,0.18,0.03,-0.08,-0.02,0.17,0.03,-0.02,-0.15,0.03,0.04,0.02,0.09,-0.02,0.06
1961-01-05,Global Land,0.10,0.23,0.03,0.14,0.18,0.13,0.01,0.08,0.16,0.10,0.09,-0.13,0.09,0.12,0.17,0.12,0.07,0.12
1961-01-05,Northern Hemisphere Land,0.22,0.38,0.20,0.15,0.05,0.21,0.04,0.10,0.01,-0.05,0.08,-0.21,0.10,0.15,0.34,0.13,0.12,0.01
1961-01-05,Southern Hemisphere Land & Ocean,-0.01,0.10,-0.12,0.13,0.29,0.05,-0.01,0.07,0.31,0.24,0.11,-0.05,0.09,0.09,0.02,0.10,0.04,0.22
1960-01-05,Global Land & Ocean,0.00,0.16,-0.34,-0.14,-0.07,-0.04,-0.03,0.02,0.07,0.07,-0.12,0.18,-0.02,-0.04,0.05,-0.18,-0.02,0.01
1960-01-05,Northern Hemisphere Land & Ocean,0.14,0.47,-0.40,-0.13,0.05,0.18,0.09,0.10,0.13,0.06,-0.09,0.40,0.08,0.06,0.23,-0.16,0.12,0.03
1960-01-05,Southern Hemisphere Land & Ocean,-0.15,-0.15,-0.27,-0.15,-0.18,-0.25,-0.14,-0.07,0.03,0.07,-0.14,-0.03,-0.12,-0.12,-0.13,-0.20,-0.15,-0.02
1960-01-05,Global Land,0.08,0.28,-0.46,-0.20,-0.13,-0.01,-0.10,0.08,0.09,0.13,-0.10,0.18,-0.01,-0.02,0.15,-0.26,-0.01,0.04
1960-01-05,Northern Hemisphere Land,0.27,0.60,-0.49,-0.20,0.08,0.27,0.08,0.13,0.14,0.04,-0.08,0.41,0.10,0.08,0.34,-0.20,0.16,0.03
1960-01-05,Southern Hemisphere Land & Ocean,-0.09,-0.03,-0.43,-0.20,-0.33,-0.26,-0.27,0.03,0.05,0.20,-0.11,-0.03,-0.12,-0.12,-0.02,-0.32,-0.17,0.04
1959-01-05,Global Land & Ocean,0.08,0.09,0.18,0.13,0.04,0.03,0.06,-0.01,-0.06,-0.09,-0.09,-0.01,0.03,0.03,0.06,0.12,0.02,-0.08
1959-01-05,Northern Hemisphere Land & Ocean,0.25,0.18,0.32,0.20,0.03,0.15,0.05,0.07,0.11,-0.05,0.01,0.08,0.12,0.13,0.20,0.18,0.09,0.02
1959-01-05,Southern Hemisphere Land & Ocean,-0.09,-0.01,0.03,0.07,0.06,-0.09,0.07,-0.10,-0.21,-0.11,-0.18,-0.10,-0.05,-0.06,-0.08,0.05,-0.04,-0.17
1959-01-05,Global Land,0.04,0.09,0.25,0.19,0.00,0.09,0.11,0.01,-0.13,-0.09,-0.08,0.10,0.05,0.04,0.03,0.15,0.07,-0.10
1959-01-05,Northern Hemisphere Land,0.24,0.17,0.32,0.22,0.03,0.13,0.03,0.09,0.09,-0.04,0.02,0.15,0.12,0.12,0.20,0.19,0.08,0.02
1959-01-05,Southern Hemisphere Land & Ocean,-0.13,0.03,0.19,0.17,-0.02,0.06,0.19,-0.04,-0.31,-0.14,-0.16,0.06,-0.01,-0.04,-0.13,0.11,0.07,-0.20
1958-01-05,Global Land & Ocean,0.40,0.24,0.11,0.03,0.07,-0.07,0.05,-0.03,-0.02,0.05,0.02,0.01,0.07,0.08,0.27,0.07,-0.02,0.02
1958-01-05,Northern Hemisphere Land & Ocean,0.71,0.33,0.21,0.07,0.14,0.05,0.04,0.15,0.07,0.08,0.06,0.18,0.17,0.18,0.44,0.14,0.08,0.07
1958-01-05,Southern Hemisphere Land & Ocean,0.08,0.16,0.02,0.01,0.00,-0.18,0.07,-0.20,-0.09,0.01,-0.01,-0.16,-0.02,-0.01,0.10,0.01,-0.10,-0.03
1958-01-05,Global Land,0.42,0.25,0.19,0.09,0.12,-0.17,0.08,-0.09,-0.06,0.10,0.09,-0.06,0.08,0.10,0.29,0.13,-0.06,0.04
1958-01-05,Northern Hemisphere Land,0.72,0.33,0.17,0.07,0.16,-0.02,-0.01,0.12,0.10,0.06,0.00,0.18,0.16,0.16,0.43,0.13,0.03,0.05
1958-01-05,Southern Hemisphere Land & Ocean,0.16,0.20,0.21,0.11,0.09,-0.29,0.18,-0.29,-0.20,0.13,0.16,-0.29,0.01,0.05,0.18,0.14,-0.13,0.03
1957-01-05,Global Land & Ocean,-0.11,-0.04,-0.06,-0.01,0.09,0.17,0.01,0.15,0.09,0.02,0.07,0.16,0.05,0.03,-0.07,0.01,0.11,0.06
1957-01-05,Northern Hemisphere Land & Ocean,-0.16,-0.07,-0.12,-0.10,-0.07,0.12,0.12,0.17,0.16,0.08,0.12,0.27,0.04,0.01,-0.13,-0.09,0.14,0.12
1957-01-05,Southern Hemisphere Land & Ocean,-0.05,-0.02,0.00,0.09,0.25,0.21,-0.08,0.14,0.03,-0.04,0.02,0.05,0.05,0.04,-0.02,0.11,0.09,0.00
1957-01-05,Global Land,-0.15,-0.05,-0.08,0.01,0.01,0.15,-0.11,0.14,0.10,0.01,0.14,0.20,0.03,0.00,-0.13,-0.02,0.06,0.08
1957-01-05,Northern Hemisphere Land,-0.24,-0.11,-0.20,-0.14,-0.20,0.07,0.05,0.09,0.08,-0.04,0.15,0.23,-0.02,-0.07,-0.22,-0.18,0.07,0.06
1957-01-05,Southern Hemisphere Land & Ocean,-0.06,0.02,0.04,0.16,0.21,0.22,-0.25,0.18,0.12,0.05,0.13,0.18,0.08,0.06,-0.05,0.14,0.05,0.10
1956-01-05,Global Land & Ocean,-0.16,-0.26,-0.23,-0.27,-0.31,-0.16,-0.12,-0.26,-0.20,-0.24,-0.17,-0.07,-0.20,-0.22,-0.24,-0.27,-0.18,-0.20
1956-01-05,Northern Hemisphere Land & Ocean,-0.12,-0.35,-0.27,-0.25,-0.32,-0.20,-0.22,-0.27,-0.34,-0.30,-0.30,-0.15,-0.26,-0.27,-0.27,-0.28,-0.23,-0.31
1956-01-05,Southern Hemisphere Land & Ocean,-0.21,-0.16,-0.19,-0.29,-0.30,-0.14,-0.03,-0.26,-0.07,-0.19,-0.05,-0.01,-0.16,-0.18,-0.22,-0.26,-0.14,-0.11
1956-01-05,Global Land,-0.24,-0.31,-0.33,-0.25,-0.30,-0.10,-0.12,-0.32,-0.15,-0.24,-0.23,-0.20,-0.23,-0.24,-0.28,-0.29,-0.18,-0.21
1956-01-05,Northern Hemisphere Land,-0.18,-0.50,-0.39,-0.34,-0.36,-0.26,-0.32,-0.38,-0.38,-0.38,-0.46,-0.30,-0.35,-0.36,-0.35,-0.37,-0.32,-0.41
1956-01-05,Southern Hemisphere Land & Ocean,-0.29,-0.18,-0.28,-0.18,-0.24,0.02,0.06,-0.25,0.05,-0.11,-0.06,-0.11,-0.13,-0.14,-0.24,-0.24,-0.06,-0.04
1955-01-05,Global Land & Ocean,0.14,-0.17,-0.34,-0.21,-0.20,-0.11,-0.12,0.01,-0.11,-0.05,-0.24,-0.30,-0.14,-0.14,-0.08,-0.25,-0.07,-0.13
1955-01-05,Northern Hemisphere Land & Ocean,0.43,-0.16,-0.47,-0.24,-0.14,-0.08,-0.06,0.04,-0.01,0.11,-0.35,-0.33,-0.10,-0.09,0.03,-0.28,-0.04,-0.08
1955-01-05,Southern Hemisphere Land & Ocean,-0.16,-0.20,-0.22,-0.20,-0.29,-0.16,-0.21,-0.04,-0.21,-0.23,-0.15,-0.28,-0.20,-0.19,-0.21,-0.24,-0.13,-0.20
1955-01-05,Global Land,0.22,-0.10,-0.39,-0.19,-0.18,-0.19,-0.17,0.10,-0.11,0.01,-0.25,-0.31,-0.13,-0.11,0.00,-0.25,-0.09,-0.12
1955-01-05,Northern Hemisphere Land,0.52,-0.10,-0.52,-0.24,-0.16,-0.09,-0.11,0.01,-0.04,0.06,-0.45,-0.37,-0.12,-0.10,0.10,-0.31,-0.06,-0.14
1955-01-05,Southern Hemisphere Land & Ocean,-0.07,-0.12,-0.28,-0.17,-0.22,-0.27,-0.24,0.14,-0.17,-0.06,-0.09,-0.26,-0.15,-0.14,-0.11,-0.22,-0.12,-0.11
1954-01-05,Global Land & Ocean,-0.27,-0.12,-0.15,-0.16,-0.21,-0.17,-0.18,-0.16,-0.09,-0.04,0.06,-0.21,-0.14,-0.12,-0.12,-0.17,-0.17,-0.02
1954-01-05,Northern Hemisphere Land & Ocean,-0.29,-0.05,-0.17,-0.06,-0.11,-0.03,-0.10,0.01,0.09,0.09,0.30,-0.18,-0.04,-0.01,-0.05,-0.11,-0.04,0.16
1954-01-05,Southern Hemisphere Land & Ocean,-0.24,-0.19,-0.12,-0.26,-0.32,-0.32,-0.28,-0.33,-0.28,-0.18,-0.20,-0.27,-0.25,-0.24,-0.18,-0.23,-0.31,-0.22
1954-01-05,Global Land,-0.31,-0.09,-0.11,-0.15,-0.19,-0.21,-0.27,-0.17,-0.17,0.00,0.17,-0.13,-0.14,-0.11,-0.09,-0.15,-0.22,0.00
1954-01-05,Northern Hemisphere Land,-0.44,-0.05,-0.22,-0.05,-0.16,-0.06,-0.18,-0.02,0.13,0.12,0.41,-0.13,-0.05,-0.02,-0.07,-0.14,-0.09,0.22
1954-01-05,Southern Hemisphere Land & Ocean,-0.20,-0.12,-0.02,-0.23,-0.22,-0.35,-0.33,-0.28,-0.40,-0.10,-0.09,-0.14,-0.21,-0.19,-0.10,-0.16,-0.32,-0.20
1953-01-05,Global Land & Ocean,0.08,0.15,0.11,0.18,0.09,0.10,0.00,0.06,0.05,0.07,-0.05,0.03,0.07,0.07,0.07,0.13,0.06,0.02
1953-01-05,Northern Hemisphere Land & Ocean,0.26,0.37,0.27,0.43,0.23,0.23,0.21,0.18,0.17,0.25,0.04,0.18,0.23,0.22,0.22,0.31,0.20,0.16
1953-01-05,Southern Hemisphere Land & Ocean,-0.09,-0.07,-0.04,-0.06,-0.04,-0.01,-0.19,-0.04,-0.07,-0.11,-0.13,-0.12,-0.08,-0.08,-0.07,-0.04,-0.08,-0.11
1953-01-05,Global Land,0.10,0.05,0.14,0.09,-0.04,0.01,-0.04,0.10,0.08,0.05,0.01,0.14,0.06,0.04,0.03,0.06,0.02,0.04
1953-01-05,Northern Hemisphere Land,0.34,0.37,0.32,0.51,0.22,0.25,0.25,0.14,0.15,0.26,0.06,0.27,0.26,0.24,0.25,0.35,0.21,0.15
1953-01-05,Southern Hemisphere Land & Ocean,-0.14,-0.24,0.00,-0.22,-0.27,-0.21,-0.30,0.04,0.01,-0.12,-0.02,0.03,-0.12,-0.13,-0.16,-0.16,-0.15,-0.04
1952-01-05,Global Land & Ocean,0.13,0.11,-0.09,0.02,-0.02,-0.03,0.04,0.05,0.08,0.00,-0.14,-0.01,0.01,0.02,0.13,-0.03,0.02,-0.02
1952-01-05,Northern Hemisphere Land & Ocean,0.18,0.16,-0.24,0.16,0.16,0.15,0.13,0.05,0.15,-0.02,-0.22,0.04,0.06,0.08,0.23,0.03,0.11,-0.03
1952-01-05,Southern Hemisphere Land & Ocean,0.09,0.07,0.07,-0.11,-0.18,-0.22,-0.05,0.03,0.00,0.01,-0.06,-0.05,-0.03,-0.03,0.04,-0.08,-0.08,-0.02
1952-01-05,Global Land,0.07,0.10,-0.20,-0.09,-0.13,-0.11,0.03,0.08,0.12,-0.03,-0.21,-0.04,-0.04,-0.02,0.09,-0.14,0.00,-0.04
1952-01-05,Northern Hemisphere Land,0.17,0.17,-0.32,0.13,0.12,0.11,0.17,0.03,0.11,-0.04,-0.23,0.04,0.04,0.06,0.23,-0.02,0.10,-0.06
1952-01-05,Southern Hemisphere Land & Ocean,0.02,0.07,-0.04,-0.25,-0.30,-0.31,-0.09,0.11,0.12,-0.01,-0.20,-0.10,-0.08,-0.08,0.00,-0.20,-0.10,-0.03
1951-01-05,Global Land & Ocean,-0.34,-0.43,-0.21,-0.12,0.00,-0.02,0.03,0.06,0.09,0.06,-0.01,0.14,-0.06,-0.09,-0.32,-0.11,0.03,0.04
1951-01-05,Northern Hemisphere Land & Ocean,-0.36,-0.53,-0.18,0.08,0.17,0.01,0.09,0.22,0.33,0.27,0.11,0.35,0.05,0.01,-0.33,0.02,0.11,0.24
1951-01-05,Southern Hemisphere Land & Ocean,-0.34,-0.32,-0.24,-0.34,-0.18,-0.05,-0.03,-0.09,-0.13,-0.13,-0.12,-0.05,-0.17,-0.19,-0.33,-0.25,-0.06,-0.13
1951-01-05,Global Land,-0.39,-0.48,-0.17,-0.05,0.04,-0.06,-0.06,0.08,0.06,-0.01,-0.04,0.12,-0.08,-0.10,-0.35,-0.06,-0.01,0.00
1951-01-05,Northern Hemisphere Land,-0.40,-0.54,-0.30,0.13,0.11,-0.10,0.01,0.24,0.32,0.23,0.10,0.36,0.01,-0.03,-0.35,-0.02,0.05,0.21
1951-01-05,Southern Hemisphere Land & Ocean,-0.40,-0.43,-0.07,-0.23,-0.06,-0.06,-0.14,-0.07,-0.15,-0.20,-0.13,-0.07,-0.17,-0.19,-0.37,-0.12,-0.09,-0.16
1950-01-05,Global Land & Ocean,-0.33,-0.28,-0.07,-0.20,-0.10,-0.03,-0.10,-0.17,-0.12,-0.22,-0.38,-0.20,-0.18,-0.19,-0.28,-0.12,-0.10,-0.24
1950-01-05,Northern Hemisphere Land & Ocean,-0.42,-0.31,0.07,-0.23,-0.04,-0.06,-0.21,-0.23,-0.10,-0.09,-0.38,-0.09,-0.17,-0.19,-0.32,-0.06,-0.17,-0.19
1950-01-05,Southern Hemisphere Land & Ocean,-0.24,-0.25,-0.21,-0.19,-0.18,-0.03,-0.02,-0.11,-0.15,-0.36,-0.37,-0.33,-0.20,-0.20,-0.24,-0.19,-0.05,-0.29
1950-01-05,Global Land,-0.31,-0.33,-0.07,-0.24,-0.22,-0.10,-0.13,-0.35,-0.19,-0.22,-0.41,-0.19,-0.23,-0.23,-0.27,-0.18,-0.20,-0.27
1950-01-05,Northern Hemisphere Land,-0.37,-0.36,0.13,-0.24,-0.05,-0.10,-0.26,-0.24,-0.14,-0.09,-0.42,-0.12,-0.19,-0.20,-0.32,-0.06,-0.20,-0.22
1950-01-05,Southern Hemisphere Land & Ocean,-0.27,-0.28,-0.26,-0.24,-0.39,-0.12,-0.05,-0.41,-0.25,-0.36,-0.40,-0.27,-0.27,-0.26,-0.23,-0.30,-0.19,-0.33
1949-01-05,Global Land & Ocean,0.09,-0.17,-0.03,-0.10,-0.08,-0.23,-0.14,-0.12,-0.14,-0.07,-0.10,-0.23,-0.11,-0.11,-0.10,-0.07,-0.16,-0.10
1949-01-05,Northern Hemisphere Land & Ocean,0.28,-0.15,0.03,-0.02,0.00,-0.17,-0.12,-0.04,-0.09,0.07,0.04,-0.23,-0.03,-0.04,-0.07,0.00,-0.11,0.01
1949-01-05,Southern Hemisphere Land & Ocean,-0.11,-0.19,-0.08,-0.18,-0.18,-0.29,-0.17,-0.20,-0.20,-0.21,-0.24,-0.23,-0.19,-0.18,-0.13,-0.15,-0.22,-0.22
1949-01-05,Global Land,0.01,-0.37,-0.09,-0.27,-0.15,-0.18,-0.11,-0.13,-0.07,0.00,-0.06,-0.18,-0.13,-0.14,-0.19,-0.17,-0.14,-0.04
1949-01-05,Northern Hemisphere Land,0.28,-0.25,0.08,-0.05,-0.01,-0.17,-0.18,-0.02,-0.01,0.14,0.13,-0.22,-0.02,-0.03,-0.09,0.01,-0.12,0.09
1949-01-05,Southern Hemisphere Land & Ocean,-0.16,-0.43,-0.19,-0.43,-0.29,-0.21,-0.06,-0.23,-0.13,-0.14,-0.23,-0.15,-0.22,-0.22,-0.25,-0.30,-0.17,-0.16
1948-01-05,Global Land & Ocean,0.07,-0.16,-0.26,-0.12,0.01,-0.05,-0.12,-0.13,-0.12,-0.08,-0.12,-0.23,-0.11,-0.10,-0.08,-0.12,-0.10,-0.10
1948-01-05,Northern Hemisphere Land & Ocean,0.32,-0.17,-0.29,-0.03,0.18,0.06,0.01,0.02,-0.01,0.04,0.06,-0.36,-0.01,0.01,0.02,-0.05,0.03,0.03
1948-01-05,Southern Hemisphere Land & Ocean,-0.19,-0.15,-0.22,-0.20,-0.16,-0.16,-0.24,-0.27,-0.23,-0.20,-0.31,-0.10,-0.20,-0.21,-0.19,-0.19,-0.22,-0.24
1948-01-05,Global Land,0.17,-0.19,-0.31,-0.14,0.01,0.03,-0.18,-0.20,-0.01,-0.04,-0.19,-0.22,-0.10,-0.10,-0.07,-0.15,-0.12,-0.08
1948-01-05,Northern Hemisphere Land,0.54,-0.08,-0.19,0.09,0.21,0.09,-0.02,0.00,0.09,0.11,0.19,-0.29,0.06,0.09,0.15,0.04,0.03,0.13
1948-01-05,Southern Hemisphere Land & Ocean,-0.15,-0.28,-0.39,-0.35,-0.16,-0.03,-0.29,-0.37,-0.12,-0.16,-0.49,-0.17,-0.25,-0.26,-0.25,-0.30,-0.23,-0.26
1947-01-05,Global Land & Ocean,-0.12,-0.08,0.07,0.07,-0.04,0.02,-0.08,-0.09,-0.13,0.05,0.02,-0.16,-0.04,-0.05,-0.19,0.04,-0.05,-0.02
1947-01-05,Northern Hemisphere Land & Ocean,-0.14,-0.02,0.31,0.24,0.02,0.01,-0.05,-0.08,-0.03,0.37,0.18,-0.09,0.06,0.03,-0.23,0.19,-0.04,0.17
1947-01-05,Southern Hemisphere Land & Ocean,-0.09,-0.13,-0.17,-0.11,-0.09,0.02,-0.10,-0.12,-0.24,-0.27,-0.15,-0.24,-0.14,-0.13,-0.13,-0.12,-0.07,-0.22
1947-01-05,Global Land,-0.16,0.01,0.16,0.10,-0.03,0.00,-0.06,-0.02,0.00,0.23,0.21,-0.18,0.02,0.01,-0.16,0.08,-0.03,0.15
